transaction_id,customer_id,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,transaction_type,location,device,is_foreign,is_high_risk_country,is_fraud
T6094,C87,42138,2717,0,39567,81705,CASH_OUT,UK,ATM,0,0,0
T6095,C48,42228,40587,0,11922,54150,TRANSFER,India,ATM,1,1,1
T6096,C380,6157,25958,19801,43249,49406,PAYMENT,Russia,Laptop,1,0,0
T6097,C229,37657,22650,0,37691,75348,PAYMENT,Russia,Laptop,0,0,0
T6098,C270,45668,21319,0,12756,58424,CASH_IN,India,ATM,0,1,0
T6099,C213,44093,17379,0,32114,76207,CASH_OUT,China,Tablet,1,1,1
T6100,C483,33363,28003,0,18356,51719,PAYMENT,Nigeria,Mobile,0,1,0
T6101,C37,15523,11443,0,44627,60150,TRANSFER,UK,Mobile,1,0,0
T6102,C481,25782,43712,17930,13129,38911,CASH_IN,India,Tablet,1,1,1
T6103,C351,47717,30912,0,41068,88785,PAYMENT,USA,Mobile,0,0,0
T6104,C255,21116,33702,12586,24191,45307,CASH_IN,Nigeria,Tablet,0,1,0
T6105,C478,41326,5423,0,46072,87398,TRANSFER,Nigeria,ATM,0,0,0
T6106,C195,5566,9545,3979,49574,55140,CASH_OUT,Russia,Mobile,1,0,0
T6107,C192,38807,23072,0,21815,60622,CASH_OUT,Nigeria,ATM,1,0,0
T6108,C285,48200,4558,0,42155,90355,CASH_OUT,India,Mobile,0,1,0
T6109,C434,37149,42944,5795,28628,65777,CASH_IN,China,Mobile,0,1,0
T6110,C48,5004,36908,31904,25297,30301,CASH_IN,USA,Tablet,0,1,0
T6111,C385,208,39536,39328,44721,44929,CASH_IN,India,Mobile,0,0,0
T6112,C81,2731,10884,8153,5736,8467,PAYMENT,India,Tablet,1,0,0
T6113,C104,39586,47277,7691,14519,54105,CASH_IN,India,Mobile,0,1,0
T6114,C465,22140,9337,0,6085,28225,PAYMENT,UK,ATM,0,0,0
T6115,C85,34743,10483,0,31736,66479,PAYMENT,China,Tablet,0,0,0
T6116,C372,44685,36387,0,10182,54867,TRANSFER,China,ATM,0,0,0
T6117,C369,25954,7960,0,13415,39369,TRANSFER,China,Laptop,0,1,0
T6118,C376,19572,44640,25068,21428,41000,CASH_IN,China,Tablet,0,0,0
T6119,C31,8315,3495,0,17283,25598,CASH_IN,Nigeria,Tablet,0,0,0
T6120,C458,37951,31847,0,23033,60984,CASH_OUT,Russia,Mobile,1,1,1
T6121,C339,27145,18375,0,18763,45908,CASH_IN,UK,Mobile,0,1,0
T6122,C103,30712,18381,0,11221,41933,PAYMENT,Nigeria,ATM,1,1,1
T6123,C272,24344,17877,0,6858,31202,PAYMENT,China,Tablet,0,0,0
T6124,C159,47740,37601,0,29011,76751,PAYMENT,UK,Mobile,1,1,1
T6125,C143,40598,42246,1648,43201,83799,CASH_IN,India,ATM,1,1,1
T6126,C493,18900,22495,3595,5940,24840,TRANSFER,India,Tablet,0,1,0
T6127,C203,32803,41029,8226,47861,80664,CASH_OUT,China,Laptop,0,0,0
T6128,C380,49213,35971,0,47823,97036,PAYMENT,UK,Laptop,1,1,1
T6129,C267,23330,20517,0,30024,53354,TRANSFER,China,Tablet,0,0,0
T6130,C410,29517,36675,7158,40361,69878,CASH_IN,USA,ATM,0,0,0
T6131,C259,19530,41518,21988,45302,64832,TRANSFER,Russia,ATM,1,1,1
T6132,C362,47833,27001,0,32693,80526,TRANSFER,India,Mobile,1,0,0
T6133,C307,28457,14301,0,14743,43200,TRANSFER,Russia,Laptop,0,1,0
T6134,C261,12741,18204,5463,2444,15185,TRANSFER,UK,Mobile,1,1,1
T6135,C119,43472,20933,0,40721,84193,CASH_OUT,Russia,Mobile,0,1,0
T6136,C358,28722,30350,1628,1588,30310,CASH_OUT,UK,Laptop,0,0,0
T6137,C225,24417,13310,0,9724,34141,CASH_IN,USA,ATM,1,0,0
T6138,C58,45915,42280,0,29052,74967,TRANSFER,UK,Tablet,0,0,0
T6139,C302,29509,48097,18588,20449,49958,TRANSFER,USA,Tablet,1,1,1
T6140,C485,34536,17617,0,20150,54686,PAYMENT,India,ATM,1,0,0
T6141,C413,28180,6205,0,23497,51677,CASH_OUT,India,Tablet,1,0,0
T6142,C231,8840,20982,12142,24298,33138,TRANSFER,Nigeria,Laptop,1,1,0
T6143,C211,1724,25699,23975,45549,47273,TRANSFER,China,Mobile,0,0,0
T6144,C172,6613,39008,32395,36252,42865,TRANSFER,India,ATM,0,1,0
T6145,C15,7458,42565,35107,7907,15365,PAYMENT,UK,Laptop,1,0,0
T6146,C246,36506,28095,0,41589,78095,TRANSFER,Nigeria,ATM,1,0,0
T6147,C339,11411,6975,0,13420,24831,PAYMENT,China,Laptop,0,0,0
T6148,C286,36842,43016,6174,11201,48043,CASH_OUT,Russia,Laptop,1,1,1
T6149,C101,28987,30385,1398,14516,43503,CASH_IN,China,Mobile,1,1,1
T6150,C362,4271,44850,40579,47516,51787,TRANSFER,UK,Tablet,1,1,0
T6151,C329,31198,16336,0,44655,75853,PAYMENT,China,Laptop,0,1,0
T6152,C301,26698,18669,0,19669,46367,PAYMENT,Russia,Tablet,0,0,0
T6153,C89,19587,35400,15813,40696,60283,CASH_OUT,UK,ATM,1,1,1
T6154,C13,11478,1840,0,6398,17876,CASH_IN,USA,Laptop,1,0,0
T6155,C276,5060,8719,3659,18002,23062,CASH_IN,Russia,Tablet,0,0,0
T6156,C261,33927,30981,0,32645,66572,CASH_OUT,USA,Mobile,0,0,0
T6157,C146,21196,11767,0,13696,34892,CASH_OUT,Nigeria,Tablet,0,1,0
T6158,C359,19497,38527,19030,31173,50670,TRANSFER,China,Tablet,0,1,0
T6159,C28,20203,46869,26666,9969,30172,CASH_IN,India,Laptop,1,0,0
T6160,C360,7477,42634,35157,3962,11439,TRANSFER,India,Laptop,0,1,0
T6161,C399,38740,44188,5448,22499,61239,CASH_OUT,USA,Mobile,0,1,0
T6162,C173,43279,14829,0,37535,80814,TRANSFER,USA,Mobile,1,0,0
T6163,C398,28175,7188,0,15036,43211,TRANSFER,USA,Mobile,0,1,0
T6164,C144,37657,4841,0,24199,61856,CASH_OUT,China,Tablet,1,0,0
T6165,C45,39066,38500,0,2818,41884,PAYMENT,China,Tablet,0,0,0
T6166,C250,17602,5786,0,46765,64367,TRANSFER,UK,Laptop,0,1,0
T6167,C55,15929,16876,947,45527,61456,CASH_OUT,Russia,ATM,1,0,0
T6168,C477,4734,38361,33627,46018,50752,CASH_OUT,Nigeria,Mobile,0,1,0
T6169,C286,535,46464,45929,8523,9058,CASH_IN,China,Laptop,0,1,0
T6170,C445,27710,41315,13605,21397,49107,TRANSFER,USA,Mobile,0,1,0
T6171,C454,36870,24777,0,40836,77706,CASH_IN,Nigeria,Tablet,0,1,0
T6172,C353,35051,1450,0,2455,37506,TRANSFER,India,Mobile,1,0,0
T6173,C285,5336,28999,23663,25200,30536,PAYMENT,USA,ATM,0,0,0
T6174,C386,39308,3985,0,45689,84997,CASH_OUT,China,ATM,1,1,1
T6175,C337,16538,32009,15471,42352,58890,TRANSFER,India,Tablet,1,0,0
T6176,C56,14827,41661,26834,32515,47342,PAYMENT,UK,Mobile,0,0,0
T6177,C494,49268,9223,0,2753,52021,PAYMENT,India,Laptop,0,1,0
T6178,C247,14432,26422,11990,17416,31848,TRANSFER,Russia,Tablet,1,0,0
T6179,C471,1253,14722,13469,38288,39541,CASH_OUT,USA,Mobile,0,1,0
T6180,C92,24917,39705,14788,37631,62548,CASH_OUT,Russia,Tablet,1,0,0
T6181,C401,3476,28401,24925,8640,12116,CASH_IN,Russia,Mobile,0,0,0
T6182,C276,47853,17955,0,18212,66065,CASH_OUT,UK,ATM,1,0,0
T6183,C64,33384,9174,0,49507,82891,CASH_IN,China,ATM,1,0,0
T6184,C18,22587,35752,13165,14423,37010,CASH_IN,China,Tablet,0,1,0
T6185,C137,6049,23473,17424,18282,24331,PAYMENT,China,Mobile,1,1,0
T6186,C173,33373,7069,0,30218,63591,TRANSFER,USA,ATM,1,1,1
T6187,C382,20981,22142,1161,31155,52136,CASH_OUT,Russia,Tablet,1,0,0
T6188,C377,19296,44884,25588,49822,69118,CASH_OUT,Russia,Laptop,1,1,1
T6189,C421,40890,1704,0,41707,82597,PAYMENT,China,Mobile,0,1,0
T6190,C358,7692,37613,29921,27817,35509,CASH_OUT,Nigeria,Tablet,0,1,0
T6191,C379,11119,32594,21475,41730,52849,TRANSFER,Nigeria,ATM,0,1,0
T6192,C284,34038,40614,6576,39492,73530,CASH_OUT,China,Tablet,0,0,0
T6193,C367,44177,17544,0,30720,74897,CASH_IN,China,Tablet,1,0,0
T6194,C235,29609,18009,0,13398,43007,PAYMENT,India,Tablet,1,1,1
T6195,C17,43451,22470,0,3020,46471,PAYMENT,India,Mobile,1,0,0
T6196,C189,39197,32844,0,36677,75874,CASH_IN,UK,Mobile,1,0,0
T6197,C108,49637,41206,0,44706,94343,CASH_OUT,UK,ATM,1,0,0
T6198,C450,21229,6407,0,16123,37352,CASH_OUT,Nigeria,Tablet,0,0,0
T6199,C347,36762,26823,0,15410,52172,CASH_OUT,UK,Mobile,1,1,1
T6200,C240,2576,39975,37399,31664,34240,CASH_OUT,Nigeria,Laptop,1,1,0
T6201,C182,36160,3933,0,45550,81710,TRANSFER,USA,Mobile,0,1,0
T6202,C419,27351,14836,0,6756,34107,PAYMENT,China,ATM,0,0,0
T6203,C90,32307,18400,0,1389,33696,TRANSFER,China,Laptop,0,1,0
T6204,C82,18290,17518,0,49869,68159,CASH_OUT,China,Mobile,1,1,1
T6205,C59,18144,30741,12597,32014,50158,TRANSFER,USA,Mobile,1,0,0
T6206,C80,23517,20867,0,20086,43603,PAYMENT,Nigeria,Tablet,1,0,0
T6207,C363,33071,22390,0,1772,34843,TRANSFER,USA,Mobile,1,0,0
T6208,C266,43762,23599,0,6109,49871,TRANSFER,China,Mobile,1,1,1
T6209,C455,440,9867,9427,12444,12884,PAYMENT,USA,ATM,0,0,0
T6210,C243,26762,21860,0,17351,44113,CASH_OUT,USA,Laptop,0,1,0
T6211,C180,14790,21301,6511,9184,23974,TRANSFER,India,Laptop,0,0,0
T6212,C192,11947,38790,26843,22273,34220,PAYMENT,UK,Laptop,1,0,0
T6213,C14,40728,38345,0,39754,80482,CASH_OUT,USA,Mobile,0,1,0
T6214,C345,12896,47678,34782,15476,28372,CASH_IN,UK,ATM,0,1,0
T6215,C192,29914,38185,8271,18305,48219,PAYMENT,USA,Tablet,0,1,0
T6216,C446,9252,49086,39834,28177,37429,PAYMENT,UK,Tablet,0,1,0
T6217,C352,6126,36971,30845,14282,20408,TRANSFER,Russia,Tablet,1,1,0
T6218,C251,12468,27304,14836,7675,20143,PAYMENT,China,Tablet,1,0,0
T6219,C45,46636,13992,0,45574,92210,PAYMENT,USA,Mobile,1,0,0
T6220,C292,4021,42476,38455,29856,33877,CASH_IN,China,Laptop,0,1,0
T6221,C279,1683,11209,9526,34695,36378,CASH_IN,China,ATM,1,0,0
T6222,C108,8369,21383,13014,7825,16194,CASH_OUT,UK,Tablet,1,1,0
T6223,C125,40633,41414,781,9322,49955,CASH_OUT,India,ATM,0,0,0
T6224,C48,16923,16395,0,33660,50583,PAYMENT,China,Mobile,1,0,0
T6225,C429,34462,46948,12486,47479,81941,TRANSFER,Nigeria,Tablet,0,1,0
T6226,C3,19051,47051,28000,11548,30599,CASH_OUT,Russia,ATM,1,1,1
T6227,C28,3310,9610,6300,24494,27804,TRANSFER,UK,Tablet,1,1,0
T6228,C97,28292,18706,0,16670,44962,TRANSFER,China,ATM,1,1,1
T6229,C484,2818,44891,42073,32446,35264,CASH_OUT,UK,ATM,0,0,0
T6230,C252,13083,10961,0,1582,14665,PAYMENT,UK,ATM,0,0,0
T6231,C148,46622,25610,0,40641,87263,PAYMENT,UK,Mobile,1,0,0
T6232,C413,2760,45986,43226,7273,10033,CASH_OUT,USA,Mobile,0,0,0
T6233,C90,41761,45298,3537,41708,83469,PAYMENT,Russia,Laptop,0,0,0
T6234,C73,40504,19454,0,10277,50781,CASH_OUT,Russia,Laptop,0,0,0
T6235,C455,44748,15326,0,34802,79550,PAYMENT,China,Mobile,0,1,0
T6236,C239,33279,14118,0,26482,59761,TRANSFER,Nigeria,Mobile,0,0,0
T6237,C494,15576,19424,3848,17799,33375,TRANSFER,Nigeria,ATM,0,1,0
T6238,C287,37415,28990,0,33270,70685,TRANSFER,Russia,Laptop,1,1,1
T6239,C462,38720,45302,6582,11661,50381,CASH_IN,Russia,ATM,0,1,0
T6240,C126,41358,25234,0,9040,50398,CASH_IN,UK,Tablet,0,0,0
T6241,C24,4614,17351,12737,46907,51521,CASH_OUT,Nigeria,Mobile,0,0,0
T6242,C177,2363,21943,19580,28559,30922,CASH_IN,Nigeria,Tablet,0,0,0
T6243,C136,1318,20205,18887,21463,22781,PAYMENT,Russia,Mobile,1,0,0
T6244,C328,10696,15174,4478,2291,12987,TRANSFER,China,ATM,0,0,0
T6245,C254,32367,21853,0,19092,51459,PAYMENT,Russia,Mobile,1,1,1
T6246,C419,11430,48832,37402,6295,17725,CASH_OUT,UK,Laptop,0,1,0
T6247,C167,34668,26225,0,24749,59417,TRANSFER,India,ATM,0,1,0
T6248,C351,40472,18924,0,4114,44586,PAYMENT,Russia,Tablet,0,1,0
T6249,C333,35155,5770,0,16907,52062,CASH_OUT,USA,Mobile,0,1,0
T6250,C214,7534,10584,3050,18946,26480,PAYMENT,Russia,Mobile,1,0,0
T6251,C105,40707,12054,0,7666,48373,CASH_OUT,India,Mobile,0,0,0
T6252,C262,13042,21674,8632,17846,30888,TRANSFER,India,Mobile,0,0,0
T6253,C164,10523,19100,8577,32547,43070,TRANSFER,USA,ATM,1,1,1
T6254,C176,2935,19310,16375,35838,38773,PAYMENT,Russia,Tablet,0,0,0
T6255,C114,28183,20675,0,34096,62279,TRANSFER,India,Tablet,0,1,0
T6256,C401,484,32225,31741,33581,34065,TRANSFER,USA,Mobile,1,0,0
T6257,C274,38088,26464,0,42172,80260,PAYMENT,UK,ATM,1,0,0
T6258,C268,5906,41848,35942,29854,35760,PAYMENT,UK,ATM,0,1,0
T6259,C68,41452,5680,0,49758,91210,PAYMENT,Russia,Tablet,0,1,0
T6260,C141,45022,48878,3856,14287,59309,CASH_IN,Nigeria,Mobile,0,1,0
T6261,C2,15728,40380,24652,23662,39390,CASH_IN,India,ATM,1,0,0
T6262,C328,40819,45886,5067,5606,46425,PAYMENT,China,Laptop,1,0,0
T6263,C448,38810,38547,0,47094,85904,CASH_OUT,UK,Mobile,1,1,1
T6264,C391,20131,44547,24416,40835,60966,PAYMENT,China,ATM,0,1,0
T6265,C409,6565,42686,36121,39815,46380,CASH_IN,UK,ATM,1,0,0
T6266,C455,46313,46225,0,24484,70797,PAYMENT,Nigeria,Tablet,0,0,0
T6267,C288,44585,22451,0,15181,59766,PAYMENT,Russia,Mobile,1,1,1
T6268,C453,3726,42217,38491,42696,46422,CASH_IN,Russia,ATM,0,1,0
T6269,C294,38221,5002,0,2385,40606,TRANSFER,USA,Mobile,0,0,0
T6270,C219,863,49950,49087,17418,18281,CASH_IN,India,ATM,0,1,0
T6271,C166,34609,17017,0,14791,49400,CASH_OUT,Russia,Tablet,0,0,0
T6272,C458,13958,18138,4180,37280,51238,CASH_IN,UK,Tablet,0,0,0
T6273,C481,18774,4416,0,2693,21467,CASH_OUT,India,Tablet,1,0,0
T6274,C293,26680,48593,21913,16357,43037,CASH_OUT,India,Mobile,0,0,0
T6275,C70,19481,4939,0,27552,47033,CASH_IN,Russia,Tablet,0,1,0
T6276,C472,5494,42329,36835,47299,52793,CASH_OUT,Russia,Laptop,1,1,0
T6277,C355,24326,33443,9117,6446,30772,CASH_OUT,Russia,Laptop,0,1,0
T6278,C281,44751,26401,0,15457,60208,CASH_IN,Russia,Laptop,1,0,0
T6279,C476,37580,47310,9730,38764,76344,CASH_OUT,China,Tablet,1,0,0
T6280,C360,20746,15258,0,37872,58618,CASH_OUT,USA,Tablet,0,0,0
T6281,C129,49942,3845,0,45622,95564,PAYMENT,UK,ATM,0,0,0
T6282,C315,2643,32308,29665,32842,35485,CASH_IN,India,Laptop,0,0,0
T6283,C170,13978,37905,23927,34394,48372,TRANSFER,Russia,Laptop,0,0,0
T6284,C83,45339,40967,0,23223,68562,CASH_OUT,Russia,ATM,0,0,0
T6285,C443,35969,2531,0,31272,67241,CASH_OUT,Russia,ATM,0,0,0
T6286,C467,16436,32371,15935,1180,17616,TRANSFER,UK,ATM,0,0,0
T6287,C113,46013,13795,0,20733,66746,PAYMENT,UK,ATM,0,1,0
T6288,C264,25173,34488,9315,47503,72676,CASH_IN,Russia,ATM,1,0,0
T6289,C91,33991,17396,0,25620,59611,PAYMENT,China,Laptop,1,0,0
T6290,C34,1429,28851,27422,12009,13438,CASH_OUT,India,Laptop,1,1,0
T6291,C106,4015,40531,36516,9502,13517,PAYMENT,Nigeria,ATM,1,1,0
T6292,C262,23926,18467,0,13079,37005,PAYMENT,Russia,ATM,0,1,0
T6293,C200,25289,21404,0,49620,74909,TRANSFER,Nigeria,Laptop,1,0,0
T6294,C314,45652,3141,0,25940,71592,TRANSFER,UK,ATM,1,0,0
T6295,C353,16471,48670,32199,10111,26582,PAYMENT,Russia,ATM,1,0,0
T6296,C471,32828,19807,0,29426,62254,CASH_IN,China,Mobile,1,0,0
T6297,C296,9428,20476,11048,3748,13176,TRANSFER,Russia,ATM,1,0,0
T6298,C13,35882,2272,0,24198,60080,PAYMENT,Russia,Tablet,0,0,0
T6299,C382,13563,7931,0,48222,61785,TRANSFER,China,Tablet,0,0,0
T6300,C35,22631,48802,26171,3727,26358,PAYMENT,India,Tablet,0,0,0
T6301,C105,21934,46744,24810,33969,55903,CASH_IN,Russia,Mobile,0,1,0
T6302,C495,17099,5758,0,31337,48436,CASH_OUT,UK,Laptop,1,1,1
T6303,C304,8068,47108,39040,40343,48411,CASH_IN,USA,Tablet,1,1,0
T6304,C168,49620,14014,0,30744,80364,PAYMENT,UK,Mobile,1,0,0
T6305,C51,8361,6288,0,44246,52607,TRANSFER,Russia,Laptop,1,0,0
T6306,C367,4408,1470,0,24080,28488,CASH_OUT,China,ATM,1,0,0
T6307,C70,20539,9446,0,25988,46527,PAYMENT,China,Mobile,1,0,0
T6308,C252,39576,15122,0,33699,73275,TRANSFER,UK,Tablet,0,1,0
T6309,C248,36010,45979,9969,42415,78425,TRANSFER,India,Tablet,1,1,1
T6310,C330,11510,35375,23865,35357,46867,CASH_IN,India,ATM,0,0,0
T6311,C80,6715,35747,29032,46867,53582,CASH_OUT,Russia,Laptop,1,0,0
T6312,C313,699,2333,1634,14342,15041,PAYMENT,USA,Tablet,0,0,0
T6313,C239,34070,48771,14701,41622,75692,PAYMENT,UK,ATM,0,1,0
T6314,C61,23893,35293,11400,10035,33928,PAYMENT,India,Laptop,0,0,0
T6315,C202,1703,10356,8653,6794,8497,TRANSFER,USA,Mobile,1,0,0
T6316,C338,24668,29744,5076,36686,61354,TRANSFER,USA,Laptop,0,0,0
T6317,C194,45489,8094,0,19420,64909,TRANSFER,Russia,Mobile,0,0,0
T6318,C436,37608,6074,0,32295,69903,TRANSFER,China,ATM,1,1,1
T6319,C477,39438,10560,0,37858,77296,TRANSFER,India,Mobile,0,0,0
T6320,C264,32302,41928,9626,37969,70271,TRANSFER,Nigeria,Mobile,1,0,0
T6321,C366,6510,23426,16916,7255,13765,TRANSFER,Russia,Laptop,0,0,0
T6322,C118,13632,1285,0,37030,50662,TRANSFER,Nigeria,Mobile,1,1,1
T6323,C84,8015,11417,3402,37937,45952,TRANSFER,UK,Mobile,1,0,0
T6324,C125,14153,49428,35275,17621,31774,TRANSFER,UK,ATM,0,1,0
T6325,C64,47992,11316,0,20559,68551,TRANSFER,Nigeria,ATM,1,1,1
T6326,C187,40099,12247,0,49131,89230,CASH_IN,USA,Mobile,0,0,0
T6327,C244,12635,37387,24752,41606,54241,CASH_OUT,USA,Mobile,1,1,1
T6328,C252,7261,12350,5089,37338,44599,CASH_IN,India,Mobile,1,0,0
T6329,C126,38195,23216,0,42006,80201,PAYMENT,Nigeria,ATM,0,1,0
T6330,C109,42960,40309,0,10218,53178,TRANSFER,USA,Tablet,0,1,0
T6331,C212,4935,28378,23443,14487,19422,PAYMENT,China,Laptop,0,0,0
T6332,C97,38396,45174,6778,37073,75469,CASH_OUT,India,Laptop,0,1,0
T6333,C179,6419,13678,7259,21202,27621,CASH_IN,China,Mobile,0,1,0
T6334,C184,14301,34913,20612,19032,33333,CASH_IN,Russia,Tablet,1,1,1
T6335,C362,38570,27188,0,24802,63372,TRANSFER,Russia,Tablet,1,0,0
T6336,C171,42959,43182,223,9425,52384,CASH_IN,India,ATM,1,0,0
T6337,C408,15632,35278,19646,24007,39639,TRANSFER,China,Tablet,1,1,1
T6338,C216,46659,19696,0,27050,73709,PAYMENT,India,Tablet,1,1,1
T6339,C89,29146,39654,10508,24589,53735,CASH_IN,Nigeria,Mobile,1,0,0
T6340,C312,5671,2605,0,9247,14918,CASH_IN,India,ATM,1,0,0
T6341,C278,41401,49583,8182,18813,60214,CASH_OUT,UK,ATM,0,1,0
T6342,C61,19940,24539,4599,40391,60331,TRANSFER,UK,Laptop,1,0,0
T6343,C437,14500,43234,28734,38988,53488,CASH_OUT,China,Mobile,0,0,0
T6344,C367,38441,13856,0,1670,40111,CASH_OUT,UK,Laptop,1,0,0
T6345,C75,32729,12896,0,30271,63000,CASH_OUT,USA,Mobile,0,0,0
T6346,C235,31417,23656,0,32038,63455,PAYMENT,Nigeria,Laptop,0,1,0
T6347,C60,10761,39377,28616,44187,54948,PAYMENT,USA,Tablet,0,0,0
T6348,C136,6360,45158,38798,49771,56131,TRANSFER,UK,Mobile,0,0,0
T6349,C379,22795,7784,0,27721,50516,PAYMENT,Russia,Mobile,1,1,1
T6350,C149,13786,45357,31571,30498,44284,TRANSFER,Russia,Laptop,0,1,0
T6351,C306,25412,12440,0,34779,60191,CASH_IN,USA,ATM,1,0,0
T6352,C427,14958,6359,0,13233,28191,CASH_IN,UK,Tablet,0,0,0
T6353,C105,19264,44072,24808,21942,41206,CASH_OUT,China,ATM,0,0,0
T6354,C376,11450,20952,9502,14262,25712,PAYMENT,UK,Mobile,1,1,1
T6355,C458,35277,14700,0,7200,42477,CASH_OUT,UK,Laptop,0,0,0
T6356,C26,36899,45538,8639,5267,42166,PAYMENT,USA,Laptop,1,0,0
T6357,C283,33354,34557,1203,31701,65055,CASH_IN,USA,Laptop,1,1,1
T6358,C23,22673,27573,4900,36855,59528,PAYMENT,China,Mobile,1,1,1
T6359,C120,21659,44181,22522,11606,33265,CASH_OUT,UK,ATM,1,1,1
T6360,C499,8911,41886,32975,7116,16027,TRANSFER,India,Laptop,0,1,0
T6361,C333,19160,7434,0,34402,53562,CASH_IN,Nigeria,ATM,0,1,0
T6362,C236,1959,23767,21808,23970,25929,CASH_IN,Nigeria,Laptop,0,0,0
T6363,C117,48884,46037,0,29122,78006,TRANSFER,China,Tablet,1,1,1
T6364,C266,5176,30240,25064,3226,8402,TRANSFER,Nigeria,Laptop,1,1,0
T6365,C482,30667,28075,0,3496,34163,PAYMENT,UK,ATM,1,0,0
T6366,C400,15757,4904,0,38889,54646,PAYMENT,USA,Tablet,1,0,0
T6367,C485,21029,4283,0,44322,65351,PAYMENT,China,Tablet,1,0,0
T6368,C156,23283,45426,22143,41165,64448,TRANSFER,USA,Laptop,0,1,0
T6369,C246,45058,39136,0,46956,92014,PAYMENT,Russia,Laptop,0,1,0
T6370,C125,13120,32127,19007,24329,37449,TRANSFER,Russia,Mobile,1,1,1
T6371,C34,17602,27951,10349,40399,58001,TRANSFER,China,Tablet,1,0,0
T6372,C23,28079,21116,0,6699,34778,PAYMENT,USA,ATM,1,1,1
T6373,C28,38123,15937,0,27769,65892,CASH_OUT,Nigeria,ATM,1,1,1
T6374,C171,6414,47144,40730,14413,20827,TRANSFER,India,Mobile,1,1,0
T6375,C480,19642,21187,1545,24201,43843,TRANSFER,India,ATM,0,0,0
T6376,C308,41750,16676,0,5196,46946,CASH_OUT,UK,Tablet,1,1,1
T6377,C19,6087,1015,0,27000,33087,PAYMENT,Russia,ATM,1,0,0
T6378,C369,24240,40677,16437,3168,27408,PAYMENT,Nigeria,Laptop,0,0,0
T6379,C241,26510,8248,0,48758,75268,CASH_OUT,Russia,Mobile,1,1,1
T6380,C387,11029,41098,30069,24266,35295,CASH_OUT,Russia,Mobile,1,1,1
T6381,C152,18955,33419,14464,27140,46095,CASH_IN,USA,Laptop,1,0,0
T6382,C294,7571,44138,36567,31774,39345,TRANSFER,USA,Laptop,1,1,0
T6383,C240,36588,37136,548,40666,77254,PAYMENT,USA,ATM,1,1,1
T6384,C135,28187,18357,0,6645,34832,TRANSFER,UK,Laptop,1,1,1
T6385,C75,375,32584,32209,20709,21084,CASH_OUT,Russia,Laptop,1,1,0
T6386,C51,33428,10282,0,19489,52917,PAYMENT,UK,Laptop,0,0,0
T6387,C62,2525,33028,30503,47847,50372,TRANSFER,UK,Laptop,0,0,0
T6388,C81,37047,42068,5021,42794,79841,TRANSFER,China,Mobile,1,1,1
T6389,C345,35111,27054,0,18909,54020,TRANSFER,India,Laptop,1,0,0
T6390,C350,35511,32109,0,15333,50844,CASH_OUT,UK,Mobile,1,0,0
T6391,C375,28360,36123,7763,17708,46068,TRANSFER,Russia,Tablet,1,1,1
T6392,C358,12874,38289,25415,2670,15544,CASH_IN,Russia,Tablet,0,0,0
T6393,C176,3999,15402,11403,15326,19325,CASH_OUT,Russia,ATM,0,1,0
T6394,C152,7164,12886,5722,14424,21588,TRANSFER,USA,Mobile,1,0,0
T6395,C120,46117,11299,0,9268,55385,TRANSFER,UK,Mobile,1,1,1
T6396,C186,43657,45355,1698,16796,60453,TRANSFER,USA,Tablet,1,1,1
T6397,C130,12795,2015,0,46821,59616,CASH_IN,USA,ATM,1,1,1
T6398,C67,48785,11370,0,30543,79328,TRANSFER,Nigeria,Tablet,0,0,0
T6399,C364,37853,38250,397,4207,42060,CASH_IN,USA,Mobile,1,0,0
T6400,C357,22035,43204,21169,30100,52135,TRANSFER,China,Mobile,0,0,0
T6401,C392,14007,43554,29547,30696,44703,CASH_IN,USA,ATM,0,1,0
T6402,C172,743,39590,38847,5730,6473,CASH_OUT,USA,Tablet,1,0,0
T6403,C357,14336,34758,20422,37058,51394,PAYMENT,China,Tablet,1,1,1
T6404,C227,6696,16470,9774,2003,8699,CASH_OUT,UK,ATM,1,1,0
T6405,C254,37816,27398,0,26591,64407,TRANSFER,China,Tablet,0,0,0
T6406,C352,24206,26579,2373,38378,62584,TRANSFER,China,ATM,1,1,1
T6407,C73,33747,14448,0,17143,50890,CASH_IN,China,Laptop,0,0,0
T6408,C119,23976,16364,0,18461,42437,CASH_IN,Russia,Laptop,0,0,0
T6409,C425,5563,19058,13495,44804,50367,PAYMENT,Nigeria,Mobile,1,0,0
T6410,C31,30948,16244,0,3935,34883,CASH_IN,UK,ATM,1,1,1
T6411,C34,38337,16517,0,20843,59180,PAYMENT,UK,Mobile,0,1,0
T6412,C322,21758,6290,0,9729,31487,CASH_IN,UK,Tablet,1,0,0
T6413,C151,48530,1584,0,12837,61367,CASH_OUT,China,Laptop,0,1,0
T6414,C14,45456,11173,0,46345,91801,CASH_OUT,Nigeria,Mobile,1,0,0
T6415,C425,45665,22040,0,31198,76863,CASH_IN,UK,ATM,0,1,0
T6416,C354,24657,34235,9578,11696,36353,CASH_IN,Nigeria,ATM,1,1,1
T6417,C126,12548,1689,0,38041,50589,TRANSFER,India,ATM,1,0,0
T6418,C79,5694,24998,19304,26843,32537,CASH_OUT,Nigeria,Mobile,0,1,0
